MatchID,StartingXI
1229,"Freddie Do,John Scott,Darrel Behling,Lee Cloutier,William Weddington,Kieth Smith,Charles Akins,Joseph Lee,John Clark,Carl Dam,Gary Li"
1229,"John Danner,Thomas Graves,Joe Morris,David Mares,Dwayne Searfoss,Juan Jones,Darrell Vargas,Leslie Lindsay,Thurman Finley,Shannon Carico,David Coats"
1230,"Ronald Kimble,Stanley William,Robert Smiley,Craig Ingram,Robert Samson,Benjamin Hedgepeth,Sidney Dipalma,William Torres,Cody Cawley,Omar Pridmore,Riley Garner"
1230,"Sidney Salley,Ricardo Miller,Micheal Eskridge,Joseph Dykes,Ronald Maas,Frederick Walker,James Rockwell,Walter George,Jacob Ramirez,Michael Echols,Willie Cady"
1231,"Russel Wells,William Kelly,Edward Meraz,Cameron Scales,Milton McManus,William Ward,John Risley,Douglas Lamphear,Raymond Gonzalez,Donald Birney,Robert Morin"
1231,"Timothy Hart,Robert Tyler,Lee Stewart,Douglas Logan,Joshua Day,Joseph Dunn,Richard Kidd,Aaron Norwood,Michael McMahon,Byron Benson,Robert Myles"
1232,"Kevin Glover,Greg Chang,David Marcum,Britt Collins,Steven Smith,Sheldon Ballard,Wayne Bowen,Cecil Durham,Don Perry,Harris Turgeon,Larry Cotter"
1232,"David Bailey,Howard Harris,Charles Lynn,Alex Barrett,Walter Mahon,Jean Holm,Rodney Brooks,Paul Johnson,Wesley Poland,Larry Velasquez,Robert Pitts"
1233,"Joseph Toscano,Joshua Diaz,Daryl Apodaca,Patrick Tiller,Richard Basso,Jimmy Jordan,Thomas Mace,William Alexander,Michael Mason,George Rodriguez,Christopher Fair"
1233,"Anthony Jennings,Jason Kearns,William Tseng,Frank Smith,Carl Sterling,Darin Pipkin,Robert Watson,Milton Tyler,David Hartman,Raymond Davis,Joseph Thompson"
1234,"Lionel Miller,Joseph Bowman,Alfred Edwards,Max Williams,Adam Johnson,Amos Wilson,Gregorio Davis,William Morris,Cecil Myers,Anthony Lee,Elmer Barfield"
1234,"Robert Jones,Omar Thomas,Arthur Barron,Cecil Harris,Frank Smith,Brett Kalinowski,Luke Keller,Ralph Poole,Doyle McGlynn,Keith Harton,Simon Fetters"
1235,"Ernest Carlson,Terry Perkins,Craig Saleem,Brandon Bartlett,Danny Sharp,John McIntyre,Charles Spillman,Michael Wheeler,Reynaldo Hawkins,Ricardo Williams,Isidro Swanson"
1235,"Larry Rickman,Timothy Babich,John Howard,Roy Bush,William Tate,Daniel Kennedy,Anthony Courtney,William Padgett,Stuart Allen,Kenneth Jarosz,Reginald Fuller"
1236,"Michael Ardito,Robert Locklear,Jerry Moeller,Sonny Lydon,Vernon Bloomer,Jesse Geer,Dominique Webb,Robert Jameson,Harry Pope,Ronald Benson,Ronald Caudillo"
1236,"Chad Livingston,Kenneth Riley,Kenneth Hall,Mark McCulley,Steve Waldo,Eugene Ayers,Henry Oldenburg,Mark Cook,Tyler Jarrett,Timothy Howard,Corey Rangel"
1237,"Stephen Sallee,David Larson,Porter Harris,Gerald Nelson,Harold Wilson,Wendell Marcotte,Sammie Anderson,Jeff Contreras,George Oakes,Johnny Parker,Glen Rhein"
1237,"Wayne Nickel,Jerome Washington,Robert Petersen,Brandon Murray,Edward Harper,Mike Knight,Michael Bright,Fred Westfield,Donald Reagan,Leon George,Johnathan West"
1238,"Charlie Melton,Mike Bumpers,Richard Ewalt,Donald Talley,Luis Lewis,Richard Gutierrez,Michael Yang,Lucas Jones,Gary Nichols,Gary Owens,Gabriel Oliver"
1238,"Jack Brady,Scott Stewart,Daniel Callahan,Steve Ledesma,Pasquale Dalton,Charles Elmer,Michael Arnold,Calvin Dombrowski,Rafael Krajewski,Peter Mason,Alejandro Mickle"
1239,"Steven Moore,Walker Wyatt,Ralph Porter,Ronnie Jacob,Jack Floyd,Joseph Goff,Matthew Morgan,Michael McDaniel,Michael McNeil,Robert Schaub,Earl Stone"
1239,"Corey Cochran,Joshua Golden,John Albers,John O'Neill,Bruce Young,Robert Ward,Morris Solomon,Michael Suhr,Alfredo Mills,Kenneth Shope,Benjamin Shives"
1240,"Michael Smith,John Russell,Robert Graves,Kevin Hershey,Ray Brown,Aaron Hyatt,Earl White,Andrew Berry,Frank McCullough,Paul Lawson,Howard Maynard"
1240,"Freddie Do,Matthew Warren,John Scott,Edward Brown,James Warren,Joseph Lee,Kieth Smith,Charles Akins,Travis Jacob,Micheal Smith,Charles Lynch"
1241,"Rick Fernandez,Thomas Bonner,Robert Mendez,Matthew Cook,Jonah Ruffin,Laverne Monaghan,Thomas McGowan,Richard Luckett,Gary Hewitt,Jon Geren,James Savage"
1241,"Russell Pouncy,Ned Smith,Stanley William,Robert Samson,Cody Cawley,Sidney Dipalma,William Harpe,Benjamin Hedgepeth,Cedric Penn,Riley Garner,Luther Jeanlouis"
1242,"John Matlock,Kirby Radford,John Miraglia,Jim Thomas,Byron Riddick,Gregory Case,David Ward,George Adams,Charles Pesce,Robert Jefferies,Robert Fain"
1242,"Charles Sanchez,Frank Singleton,Milton McManus,John Blake,Stacey Radabaugh,William Ward,Albert Roark,James Duncan,Robert Morin,Raymond Gonzalez,Eduardo Turner"
1243,"Karl Hollingsworth,Javier Sano,Richard Benner,Adam McWhorter,Timmy Gonzalez,Todd Gibbons,William Phillips,Nicholas Caulkins,Brian Whitten,Matthew Spada,Timothy Latham"
1243,"Patrick Ostlund,Britt Collins,Greg Chang,Albert Maestas,David Marcum,Michael Dew,Sheldon Ballard,Lionel Weidman,Don Perry,James Urias,Larry Cotter"
1244,"Robert Willoughby,William Flanagan,Donald Cintron,Henry Oakley,Robert Mitchell,David Lapierre,Robert Obrien,Ted Figueroa,Donald Mullin,Michael Bentley,Mark Grandstaff"
1244,"Scott Gonzalez,Edmond Threlkeld,Hector Pena,Charles Lynn,Rodney Brooks,Matthew Reid,John Ostlund,Jean Holm,Lance Silvera,Dick Peachey,Robert Pitts"
1245,"Donald Watkins,David Summers,David McFall,Calvin Cox,William Wilburn,Ricky Johnson,George Stein,Kenneth Puckett,Tony Remley,Allen Rodriguez,Herman Wall"
1245,"Timothy Hart,Robert Tyler,Bradley Manzano,Douglas Logan,Joshua Day,Aaron Norwood,Richard Kidd,Richard Messina,Byron Benson,Thomas McChristian,Michael Morrow"
1246,"Jose Mullen,Jules Fultz,Joe Morris,Dwayne Searfoss,Thomas Graves,Dwight Eakins,John Douglas,Terry Robinson,Darrell Vargas,Stanley Murphy,Ralph Smith"
1246,"Sidney Salley,Gregory Barnes,Micheal Eskridge,Ricardo Miller,Ronald Maas,Michael Lymon,George Boudreaux,Brian Blanchard,Walter George,Jacob Ramirez,Willie Cady"
1247,"Odell Williams,Scott Rosenberg,Robert Compton,William Tseng,Jose McRay,Herb Escobar,Jerry Leduc,Milton Tyler,Dan Fischer,Joseph Thompson,Mike Smith"
1247,"Charles Bates,Cameron Scales,Stacey Radabaugh,Frank Singleton,William Wilson,James Duncan,Jerry Cooney,Douglas Lamphear,John Risley,Donald Birney,Johnny Gordon"
1248,"Patrick Ostlund,Steven Smith,Santiago Harvey,Greg Chang,Sheldon Ballard,Michael Dew,Wayne Bowen,Don Perry,Franklin Trent,Larry Cotter,James Urias"
1248,"Russell Pouncy,Brian Steffey,Ned Smith,Bert Lockwood,Stanley William,William Torres,Benjamin Hedgepeth,Cedric Penn,Luther Jeanlouis,William Noell,Omar Pridmore"
1249,"Carl Crawford,Walter Mahon,Charles Hudson,Edmond Threlkeld,Paul Johnson,Matthew Glowacki,Matthew Reid,John Ostlund,Lance Silvera,Larry Velasquez,Robert Pitts"
1249,"Loren Varner,Darrel Behling,Walter Chapman,Lee Cloutier,John Clark,Dennis Gregory,Kieth Smith,David Deaton,Travis Jacob,Carl Dam,Gary Li"
1250,"Everett Stringer,John James,James Taylor,Lee Stewart,Lester Mouton,Aaron Norwood,Michael McMahon,Willie Westbrook,Richard Messina,Robert Myles,Michael Hubbard"
1250,"Corey Cochran,Michael Johnson,Joshua Golden,Manuel Farrell,Christopher Graves,Michael Suhr,Dennis Johnson,Bruce Young,Alfredo Mills,Douglas Hastings,Edward Smith"
1251,"Paul Miller,Ricardo Miller,Joseph Dykes,Gregory Barnes,James Beasley,Brian Blanchard,Walter George,Fred Williams,Willie Cady,Jacob Ramirez,Michael Moore"
1251,"Jerry Calderon,Daniel Callahan,William Kemp,Scott Stewart,Peter Hess,Walter Weber,Rafael Krajewski,Richard Federico,David Dugan,Alejandro Mickle,Michael Houser"
1252,"Jose Mullen,Albert Moss,Jules Fultz,Dwayne Searfoss,David Mares,Steven Warren,Juan Jones,Peter Jones,Ralph Smith,Sam Johnson,David Coats"
1252,"Trent Schultz,Elmer Wright,Robert Petersen,Clayton Faust,Joshua Swisher,Donald Reagan,Fred Westfield,Michael Bright,Michael Stark,Arnold Rodriguez,Milton Coleman"
1253,"John Krueger,Roderick Hundley,Calvin Cox,Robert Medrano,William Wilburn,William Abbott,Tony Remley,Ricky Johnson,Kenneth Puckett,Herman Wall,Edward Horton"
1253,"Chad Livingston,Allen Hernandez,Kenneth Hall,Ricardo Chapa,Tyler Jarrett,Eugene Ayers,Mario Acuna,John Rich,Homer Lott,Corey Rangel,Harry Skinner"
1254,"Shane Walter,Alan Bacchus,David Rosenbaum,Floyd Hurt,Kevin Smith,David Crowley,David Lapierre,Matthew Edwards,Mark Grandstaff,Richard Zuniga,George Webb"
1254,"Larry Rickman,William Tate,Timothy Babich,Roy Bush,Keith Greene,Daniel Kennedy,John Hernandez,Al Allison,Reginald Fuller,Leonard Gaines,Jim Houser"
1255,"Robert Pratt,Edwin Wallace,Darius Williams,Rory Noga,Vincent Murphy,Brian Whitten,Timmy Gonzalez,Kirk Bixler,Gary Harris,Abel Worley,Timothy Latham"
1255,"Thomas Jack,Jeffrey Smith,Omar Thomas,James Sandlin,Arthur Barron,Robert Garwood,Luke Keller,Frank Smith,James Weeks,Keith Harton,Simon Fetters"
1256,"John Matlock,Steven Taylor,John Davis,Michael Gallardo,George Adams,Gregory Case,David Ward,David Ehrlich,Peter Salas,Gary Levine,Robert Fain"
1256,"Tim Munoz,Richard Basso,Rick Franklin,Joshua Diaz,Daryl Apodaca,Johnathon Schmidt,Dewey White,Brandon Hamilton,Thomas Mace,Paul Dang,George Rodriguez"
1257,"Rick Fernandez,Emil Hollins,Robert Mendez,Hilario Lentz,Randall Wilson,Douglas Shepherd,Gary Hewitt,Laverne Monaghan,Richard Luckett,Jon Geren,Kenneth Schaeffer"
1257,"James Mullen,Michael Markham,Floyd Pope,Alfred Edwards,Amos Wilson,Earl Cook,Weldon Pasley,Henry Tevis,Gregorio Davis,Elmer Barfield,Erik Briggs"
1258,"Michael Smith,Christopher Harrison,James Alvarez,John Russell,Robert Graves,Earl White,Aaron Hyatt,Charles Harris,Howard Hurt,David Phillips,Howard Maynard"
1258,"Ernest Carlson,Alfred Paradis,Lewis Hawthorne,Craig Saleem,Danny Sharp,Reynaldo Hawkins,John McIntyre,Charles Spillman,Fletcher Yoder,Terry Hill,Edward Diaz"
1259,"Steven Moore,Walker Wyatt,Jack Floyd,Ralph Porter,Don Oliver,Michael McDaniel,Charles Gordon,Matthew Morgan,James Edwards,Michael McNeil,Jack Trusty"
1259,"Ronald Martinez,Glenn Gallegos,Jerry Moeller,Kory Hatton,Daniel Phillips,Jesse Geer,Harry Pope,Robert Jameson,Patrick Tillman,Ronald Caudillo,Daniel Lee"
1260,"Robert Basile,Donald Talley,James Gillham,Cody Chipman,Columbus Leblanc,Jason Urban,Michael Yang,Philip Maupin,Lucas Jones,Roberto Berry,Jeffrey Bachelder"
1260,"Douglas King,Clayton Davis,David Larson,David Kopec,Greg Cooper,Josh Fritz,Elmer Hancock,George Oakes,Johnny Parker,Sidney Bell,Gary Puente"
1261,"Cleveland Hinrichs,Clayton Davis,Porter Harris,David Larson,Gerald Nelson,Josh Fritz,Elmer Hancock,George Oakes,Sidney Bell,Edgar Gunter,Gary Puente"
1261,"Odell Williams,Frank Smith,Jason Kearns,Scott Rosenberg,Carl Sterling,Darin Pipkin,Herb Escobar,Robert Watson,Vincent Woodby,David Hartman,Bruce Roberts"
1262,"Daniel Enriquez,James Gillham,Mike Bumpers,Cody Chipman,Richard Ewalt,Michael Yang,Johnathon Bickham,Jason Urban,Charles Martin,Gary Owens,Jeffrey Bachelder"
1262,"Michael Ardito,Glenn Gallegos,Sonny Lydon,Henry Houle,Vernon Bloomer,Harry Pope,Anthony Hartwell,Robert Jameson,Jesse Geer,Archie Hartley,Daniel Lee"
1263,"Steven Moore,Jack Floyd,Ronnie Jacob,Ralph Porter,Don Oliver,Charles Gordon,James Edwards,Michael McDaniel,Joseph Goff,Robert Schaub,Robin Sellers"
1263,"Patrick Jean,Terry Perkins,Brandon Bartlett,Toby McKinney,Alfred Paradis,Matthew Harris,Fletcher Yoder,Michael Wheeler,Danny Sharp,Hugh Thomson,Isidro Swanson"
1264,"Stanley May,John Russell,Christopher Harrison,Robert Graves,Frank McCullough,Chad Gillam,Earl White,Charles Harris,William Griffith,Howard Maynard,Howard Hurt"
1264,"Lionel Miller,Adam Johnson,Alfred Edwards,Jacob Winchester,William Morris,Gregorio Davis,Weldon Pasley,Amos Wilson,Jeffery Cost,Elmer Barfield,Anthony Lee"
1265,"Thomas Baltes,Hilario Lentz,Gabriel Barnett,Emil Hollins,Thomas Bonner,Gary Hewitt,Thomas McGowan,Douglas Shepherd,Barry Wagner,Jon Geren,James Savage"
1265,"Tim Munoz,Joshua Diaz,Patrick Tiller,Harry Webb,Daryl Apodaca,Dewey White,Thomas Mace,Walter Carter,William Alexander,James Tompkins,Michael Mason"
1266,"John Matlock,Kirby Radford,John Davis,Jim Thomas,Charles Walters,David Ward,Peter Salas,Byron Riddick,Gregory Case,Gary Levine,Robert Fain"
1266,"Jamey Wagner,James Sandlin,Arthur Barron,Jesus Sharp,John McKay,Luke Keller,Frank Smith,Patrick Ruiz,Doyle McGlynn,Guillermo Moses,Simon Fetters"
1267,"Charles Martens,David Sullivan,Mark Dubose,Javier Sano,Adam McWhorter,Gary Harris,Todd Gibbons,Timmy Gonzalez,Matthew Spada,Robert Marcello,William Nicola"
1267,"Cornell Bartels,Keith Greene,Timothy Babich,William Tate,Al Allison,John Hernandez,Sean McCall,Anthony Courtney,James Barnes,Leonard Gaines,Raul Young"
1268,"Shane Walter,Henry Oakley,David Rosenbaum,Alan Bacchus,Kevin Smith,Donald Mullin,David Crowley,Ted Figueroa,Robert Obrien,George Webb,Oscar Depuy"
1268,"Emmanuel Cook,Allen Hernandez,Kenneth Riley,Steve Waldo,Shane Turner,Mark Cook,Homer Lott,Mario Acuna,Eugene Ayers,Jim Barnes,Timothy Howard"
1269,"Daniel Davila,John Hower,Ronald Garcia,Robert Medrano,Calvin Cox,George Stein,Ricky Johnson,William Abbott,Charlie Helm,Edward Horton,Herman Wall"
1269,"Carl Keller,Jerome Washington,Joshua Swisher,Elmer Wright,Edward Harper,Michael Bright,Richard Young,Michael Stark,Donald Reagan,Johnathan West,Milton Coleman"
1270,"Jose Mullen,Dwayne Searfoss,Thomas Graves,Joe Morris,Evan Grant,Peter Jones,Dwight Eakins,Leslie Lindsay,Thurman Finley,Stanley Murphy,Sam Johnson"
1270,"Jack Brady,Arthur Matos,Steve Ledesma,Peter Hess,Pasquale Dalton,Charles Elmer,Richard Federico,Calvin Dombrowski,David Dugan,Peter Mason,Michael Houser"
1271,"Paul Miller,Joseph Dykes,Micheal Eskridge,Ronald Maas,Gregory Barnes,Frederick Walker,Joseph Brauer,Fred Williams,James Rockwell,Michael Echols,Willie Cady"
1271,"Jeffrey Johnson,John O'Neill,Carlos Walton,Christopher Graves,Michael Johnson,Bruce Young,Dennis Johnson,Michael Suhr,Douglas Hastings,Michael Joyce,Ryan Pettit"
1272,"Christian Wheeler,Douglas Logan,David Palmer,James Taylor,Willie Westbrook,Joseph Dunn,Lester Mouton,Richard Messina,Richard Kidd,Michael Morrow,Christopher Younkin"
1272,"Loren Varner,Lee Cloutier,Edward Brown,Matthew Warren,Dennis Gregory,Charles Akins,Joseph Lee,Kieth Smith,Travis Jacob,Carl Dam,Charles Lynch"
1273,"Scott Gonzalez,Alex Barrett,Charles Hudson,Walter Mahon,Rodney Brooks,Robert Vasquez,John Ostlund,Paul Johnson,Jean Holm,Mike Jones,Robert Pitts"
1273,"Ronald Kimble,Robert Samson,Gil Crider,Craig Ingram,Ned Smith,Dean Patel,Cody Cawley,Sidney Dipalma,William Harpe,James Duckett,Riley Garner"
1274,"Jeff Kelly,Santiago Harvey,David Marcum,Steven Smith,Don Perry,Lionel Weidman,Cecil Durham,Michael Dew,Sheldon Ballard,Manuel Poteat,Lester Harvey"
1274,"Russel Wells,Frank Singleton,Cameron Scales,Milton McManus,John Blake,James Duncan,Jerry Cooney,Douglas Lamphear,Michael Allmon,Johnny Gordon,Santos Darnell"
1275,"Jeffrey Maxwell,Jose McRay,William Tseng,Antonio Carver,Jerry Leduc,Robert Watson,Darin Pipkin,Dan Fischer,Milton Tyler,David Hartman,Ralph Stine"
1275,"Steven Moore,Fred Burley,Ricky Yates,Jose Vega,Jack Floyd,Thomas Do,Donald Morgan,Charles Gordon,Michael McNeil,Eric Coyne,Robin Sellers"
1276,"Charlie Melton,James Gillham,Richard Ewalt,Edwin Brown,Michael Yang,Richard Gutierrez,Gary Nichols,Philip Maupin,Columbus Leblanc,Charles Martin,Jeffrey Bachelder"
1276,"Humberto Sherrard,William Moulton,James Alvarez,Ted Williams,John Russell,Ray Brown,Frank McCullough,Andrew Berry,Howard Maynard,Chris Blough,Paul Lawson"
1277,"Stephen Sallee,Porter Harris,Greg Cooper,Harold Wilson,Julius Skinner,Jeff Contreras,Michael Winters,George Oakes,Wendell Marcotte,Glen Rhein,Edgar Gunter"
1277,"Maurice Troutman,Matthew Cook,Robert Mendez,Hilario Lentz,Owen Roussel,Jonah Ruffin,Douglas Shepherd,Laverne Monaghan,Gary Hewitt,Jon Geren,James Savage"
1278,"Ronald Martinez,Jerry Moeller,Robert Locklear,Sonny Lydon,Irwin Rideout,Robert Jameson,Dominique Webb,Ronald Stein,Harry Pope,Ronald Benson,Ronald Caudillo"
1278,"Brent Wiley,Kirby Radford,John Davis,John Miraglia,Shawn Carr,Charles Walters,David Ward,David Ehrlich,Vincent Gore,Terry Dangelo,Darrell Crump"
1279,"Patrick Jean,Alfred Paradis,Craig Saleem,Lewis Hawthorne,Toby McKinney,Robert Riccardi,Michael Wheeler,Fletcher Yoder,Terry Hill,Edward Diaz,Isidro Swanson"
1279,"Robert Pratt,Richard Benner,Mark Dubose,David Sullivan,Brian Whitten,Todd Gibbons,Timmy Gonzalez,Vincent Murphy,William Phillips,Kevin Stafford,Abel Worley"
1280,"Frank Greene,Max Williams,Michael Markham,Adam Johnson,Henry Tevis,Gregorio Davis,William Morris,Jeffery Cost,Dominic Moore,Elmer Barfield,Cecil Myers"
1280,"Robert Willoughby,Robert Mitchell,Floyd Hurt,William Flanagan,Donald Mullin,Matthew Edwards,Joseph Reed,David Lapierre,Wiley Kim,Oscar Depuy,Patrick Infante"
1281,"Joseph Toscano,Daryl Apodaca,Rick Franklin,Joshua Diaz,Brandon Hamilton,William Alexander,Jimmy Jordan,Walter Carter,Dewey White,Paul Dang,George Rodriguez"
1281,"John Krueger,David Summers,Danny Harris,Roderick Hundley,Stephen Muniz,Kenneth Puckett,John Messier,George Stein,William Wilburn,Edward Horton,Allen Rodriguez"
1282,"Robert Jones,Cecil Harris,Arthur Barron,Jesus Sharp,Luke Keller,Patrick Ruiz,Robert Garwood,Brett Kalinowski,Frank Smith,James Weeks,Simon Fetters"
1282,"Jose Mullen,Hector Perez,Evan Grant,Jules Fultz,Terry Robinson,Darrell Vargas,Juan Jones,John Douglas,Peter Jones,Shannon Carico,David Coats"
1283,"Wallace Archer,William Tate,Roy Bush,John Howard,Timothy Babich,Sean McCall,Anthony Courtney,William Padgett,Al Allison,Kenneth Jarosz,Leonard Gaines"
1283,"Sidney Salley,Fred Pinkerton,Joseph Dykes,Ricardo Miller,Ronald Maas,Walter George,Frederick Walker,George Boudreaux,Brian Blanchard,Willie Cady,Alex Trevino"
1284,"Emmanuel Cook,Kenneth Riley,Mark McCulley,Allen Hernandez,Steve Waldo,Mario Acuna,Henry Oldenburg,Shane Turner,Tyler Jarrett,Gary Mitchell,Corey Rangel"
1284,"Christian Wheeler,Douglas Logan,Lee Stewart,John James,David Palmer,Willie Westbrook,Richard Kidd,Richard Messina,Michael Hubbard,Thomas McChristian,Michael Morrow"
1285,"Carl Keller,Robert Petersen,Dustin White,Jerome Washington,Brandon Murray,Joan McCrary,Michael Bright,Michael Stark,Richard Young,Johnathan West,Leon George"
1285,"David Bailey,Hector Pena,Howard Harris,Walter Mahon,Charles Lynn,Lance Silvera,Rodney Brooks,Paul Johnson,Jean Holm,Dick Peachey,Roland Austin"
1286,"Jack Brady,Marty Rodriguez,Arthur Matos,William Kemp,Scott Stewart,Richard Federico,Michael Arnold,Paul Steiner,David Dugan,Michael Houser,Alejandro Mickle"
1286,"Kevin Glover,David Marcum,Bryon Pierce,Albert Maestas,Wayne Bowen,Don Perry,Franklin Trent,Cecil Durham,Sheldon Ballard,James Urias,Larry Cotter"
1287,"Donald Solis,John O'Neill,John Albers,Carlos Walton,Dennis Johnson,Garry Oboyle,Michael Suhr,Robert Ward,Miguel Jones,Michael Joyce,Douglas Hastings"
1287,"Russel Wells,Cameron Scales,Roger Rowan,John Blake,Stacey Radabaugh,John Risley,Michael Allmon,Jerry Cooney,Albert Roark,Santos Darnell,Johnny Gordon"
1288,"Freddie Do,Matthew Warren,Walter Chapman,Lee Cloutier,William Weddington,David Deaton,Travis Jacob,Dennis Gregory,Joseph Lee,Carl Dam,Gary Li"
1288,"Ronald Kimble,Brian Steffey,Bert Lockwood,Ned Smith,Craig Ingram,Cedric Penn,Jerry Gallegos,William Torres,William Masters,William Noell,Riley Garner"
1289,"Jeffrey Maxwell,Jose McRay,William Tseng,Jason Kearns,Frank Smith,Matthew Cabezas,Jerry Leduc,Vincent Woodby,Milton Tyler,David Hartman,Raymond Davis"
1289,"Christian Wheeler,David Palmer,Joshua Day,James Taylor,Bradley Manzano,Lester Mouton,Richard Kidd,Jeremy Miller,Michael Hubbard,Byron Benson,Michael Morrow"
1290,"Ronnie Tran,Ronald Maas,Ricardo Miller,Russell Thomas,Joseph Dykes,Michael Lymon,Walter George,Joseph Brauer,James Rockwell,James Jones,Jacob Ramirez"
1290,"David Bailey,Hector Pena,Charles Hudson,Alex Barrett,Charles Lynn,Matthew Glowacki,Matthew Reid,Lance Silvera,Paul Johnson,Dick Peachey,Roland Austin"
1291,"John Danner,Thomas Graves,Albert Moss,Jules Fultz,Hector Perez,Terry Robinson,Dwight Eakins,Darrell Vargas,Shannon Carico,Stanley Murphy,Thurman Finley"
1291,"Patrick Ostlund,Britt Collins,David Marcum,Santiago Harvey,Bryon Pierce,Michael Dew,Don Perry,Sheldon Ballard,Manuel Poteat,James Urias,Lester Harvey"
1292,"Daniel Davila,Roderick Hundley,John Hower,Danny Harris,David McFall,Kenneth Puckett,George Stein,John Messier,William Wilburn,Willie McCorkle,Allen Rodriguez"
1292,"Charles Sanchez,Stacey Radabaugh,John Blake,Roger Rowan,Edward Meraz,Douglas Lamphear,John Risley,Michael Allmon,William Wilson,Eduardo Turner,Donald Birney"
1293,"Robert Willoughby,Robert Mitchell,Henry Oakley,Floyd Hurt,Donald Cintron,David Crowley,David Lapierre,Donald Mullin,Ted Figueroa,Michael Bentley,Patrick Infante"
1293,"Russell Pouncy,Brian Steffey,Stanley William,Robert Smiley,William Torres,Benjamin Hedgepeth,Sidney Dipalma,William Harpe,Jerry Gallegos,William Masters,Riley Garner"
1294,"Charles Martens,Darius Williams,Javier Sano,Mark Dubose,David Sullivan,Brian Whitten,Vincent Murphy,Nicholas Caulkins,Gary Harris,Matthew Spada,Timothy Latham"
1294,"Loren Varner,William Weddington,Lee Cloutier,John Scott,Edward Brown,Mario Gray,Dennis Gregory,Kieth Smith,Micheal Smith,Charles Lynch,Fred Williams"
1295,"Brent Wiley,John Davis,Shawn Carr,Vincent Viera,John Miraglia,George Adams,Charles Pesce,Gregory Case,David Ehrlich,Terry Dangelo,Vincent Gore"
1295,"Donald Solis,Joshua Golden,Kenneth Wheatley,Michael Johnson,Morris Solomon,Michael Suhr,Alfredo Mills,Miguel Jones,Robert Ward,Benjamin Shives,Edward Smith"
1296,"Rick Fernandez,Thomas Bonner,David Bryer,Emil Hollins,Robert Mendez,Gary Hewitt,Owen Roussel,Thomas McGowan,Laverne Monaghan,Kenneth Schaeffer,Jon Geren"
1296,"Jack Brady,Marty Rodriguez,Arthur Matos,Scott Stewart,David Dugan,Rafael Krajewski,Calvin Dombrowski,Michael Arnold,Paul Steiner,Alejandro Mickle,Kevin Sherman"
1297,"Stanley May,James Alvarez,Rodney Drake,Ted Williams,Robert Graves,William Griffith,Andrew Berry,Chad Gillam,Aaron Hyatt,Howard Hurt,Billy Colon"
1297,"Trent Schultz,Dustin White,Brandon Murray,Jerome Washington,Clayton Faust,Michael Stark,Donald Reagan,Michael Bright,Mike Knight,Leon George,Anthony Mayville"
1298,"Craig Littleton,Walker Wyatt,Jack Floyd,Ralph Porter,Ronnie Jacob,Matthew Morgan,Charles Gordon,Joseph Goff,Robin Sellers,Robert Schaub,Michael McNeil"
1298,"Chad Livingston,William Stephens,Allen Hernandez,Kenneth Hall,Kenneth Riley,Mark Cook,Homer Lott,Tyler Jarrett,Eugene Ayers,Corey Rangel,Jim Barnes"
1299,"Daniel Enriquez,Luis Lewis,Edwin Brown,Philip Maldonado,Gary Nichols,Lucas Jones,Philip Maupin,Johnathon Bickham,Richard Gutierrez,Jeffrey Bachelder,Scott Jones"
1299,"Wallace Archer,Arthur Sprague,Timothy Babich,Roy Bush,John Orr,William Padgett,James Barnes,Anthony Courtney,Al Allison,Kenneth Jarosz,Reginald Fuller"
1300,"Douglas King,Gerald Nelson,Julius Skinner,Porter Harris,Jeff Contreras,Elmer Hancock,Wendell Marcotte,George Oakes,Robert Shaffer,Sidney Bell,Johnny Parker"
1300,"Thomas Jack,Omar Thomas,Jeffrey Smith,Adrian Cornejo,Brett Kalinowski,Ralph Poole,Doyle McGlynn,Frank Smith,John McKay,Guillermo Moses,James Weeks"
1301,"Robert Pitts,Kory Hatton,Daniel Phillips,Jack Knapp,Henry Houle,Dominique Webb,Jesse Geer,Anthony Hartwell,Ronald Caudillo,Daniel Lee,Archie Hartley"
1301,"Michael Tack,Richard Basso,Patrick Tiller,Nicholas Houston,Jimmy Jordan,William Adams,William Alexander,Dewey White,Johnathon Schmidt,Michael Mason,James Tompkins"
1302,"John Crouch,Brandon Bartlett,Lewis Hawthorne,Glenn Stewart,Toby McKinney,Danny Sharp,Michael Wheeler,Reynaldo Hawkins,Ricardo Williams,Isidro Swanson,Steven Patel"
1302,"James Mullen,Adam Johnson,Floyd Pope,Alfred Edwards,Max Williams,William Morris,Dominic Moore,Gregorio Davis,Earl Cook,Erik Briggs,Elmer Barfield"
1303,"Charles Martens,Rory Noga,Edwin Wallace,Richard Benner,Gary Harris,Todd Gibbons,Nicholas Caulkins,William Phillips,Vincent Murphy,Robert Marcello,William Nicola"
1303,"Anthony Jennings,Carl Sterling,Robert Compton,Frank Smith,Vincent Woodby,Milton Tyler,Darin Pipkin,Jerry Leduc,Matthew Cabezas,David Hartman,Ralph Stine"
1304,"Shane Walter,William Flanagan,David Rosenbaum,Donald Cintron,Floyd Hurt,David Crowley,Robert Obrien,Wiley Kim,Michael Bentley,Patrick Infante,George Webb"
1304,"Wallace McNear,John Davis,Kirby Radford,Shawn Carr,Steven Taylor,George Adams,Gregory Case,David Ehrlich,Charles Pesce,Gary Levine,Darrell Crump"
